question,expected,model,correct,repeated,hallucination,rouge1,bleu,semantic
What is the name of the open-source foundation model for humanoid robots announced at GTC 2025?,Isaac GROOT N1,Isaac GROOT N1,True,False,False,1.0,0.5623413251903491,1.0000001192092896
"What is the purpose of DGX, Nvidia's line of supercomputers?",To improve the ability of users to use deep learning by combining GPUs with integrated deep learning software.,to improve the ability of users to use deep learning by combining GPUs with integrated deep learning software,True,False,False,1.0,0.9459594689067654,0.9898056387901306
To which organization did Nvidia gift its first DGX-1 supercomputer in August 2016?,OpenAI,OpenAl,False,False,True,0.0,0.0,0.6622775197029114
What did Andrew Ng of the Google Brain team determine about the speed of deep learning systems when using Nvidia GPUs in 2009?,GPUs could increase the speed of deep learning systems by about 100 times.,GPUs could increase the speed of deep learning systems by about 100 times,True,False,False,1.0,0.925961078642316,0.9850047826766968
In what two fields is the Nvidia Inception Program designed to support startups?,Artificial intelligence and data science,artificial intelligence and data science,True,False,True,1.0,1.0,1.0
What two US Senators criticized a proposed Nvidia facility in Shanghai in May 2025?,Jim Banks and Elizabeth Warren,Jim Banks and Elizabeth Warren,True,False,True,1.0,1.0,1.0
What two competing chip companies agreed to pay 15% of the revenues from certain chip sales in China as part of an arrangement to obtain export licenses in August 2025?,Nvidia and Advanced Micro Devices,Nvidia and competitor Advanced Micro Devices,True,False,False,0.9090909090909091,0.25406637407730737,0.9196757078170776
"Who ordered companies, including ByteDance and Alibaba, not to purchase the RTX Pro 6000D graphics chip in September 2025?",The Cyberspace Administration of China (CAC),The Cyberspace Administration of China (CAC),True,False,True,1.0,1.0,1.0
"What was the one-day loss in market capitalization for a U.S. company in history, experienced by Nvidia in January 2025?",\$600 billion,$600 billion,True,False,False,1.0,0.40293516672844226,0.9570549726486206
What was the estimated 'circularity' of the Nvidia/OpenAI deal (in new Nvidia chips bought per \$10 billion invested)?,\$35 billion in new Nvidia chips bought by OpenAI for every \$10 billion Nvidia invests in OpenAI.,$35 billion,False,False,False,0.21052631578947367,0.0009987764215835485,0.4275192618370056
What three companies did the French Competition Authority investigate for suspected anti-competitive practices in the graphics card sector in September 2023?,The investigation was into suspected anti-competitive practices in the graphics card sector.  (The document explicitly names only Nvidia's French offices being searched.),Nvidia,False,False,False,0.07999999999999999,9.085387822660784e-13,0.49083757400512695
What was the motivation behind the French Competition Authority's raid on Nvidia's offices in September 2023?,Suspected anti-competitive practices in the graphics card sector,an investigation into suspected anti-competitive practices in the graphics card sector,True,False,False,0.8571428571428571,0.6786502681586727,0.9837585687637329
What was the main criticism made by the SEC regarding Nvidia's cryptomining disclosures?,The omissions misled investors and analysts interested in the impact of cryptomining on Nvidia's business.,omissions misled investors and analysts who were interested in understanding the impact of cryptomining on Nvidia's business,True,False,False,0.8823529411764706,0.6268593335004975,0.9730299115180969
Which of Nvidia's hardware was in such high demand by September 2023 that other tech giants were begging for supply?,H100 GPUs,H100 GPUs,True,False,False,1.0,0.316227766016838,1.0
How did the problem with the GeForce GTX 970's hardware specifications become apparent to users?,"Users found that the cards, despite having 4 GB of memory, rarely accessed memory over the 3.5 GB boundary.","They found out that the cards, while featuring 4 GB of memory, rarely accessed memory over the 3.5 GB boundary",True,False,False,0.8292682926829269,0.6848075777090852,0.957358181476593
What did Nvidia later clarify regarding the promised specific driver modification for the GTX 970?,The promise was a miscommunication and there would be no specific driver update for the GTX 970.,No specific driver update for the GTX 970,True,False,False,0.6399999999999999,0.2865047968601901,0.8240649700164795
"In what year did Nvidia officially announce the GeForce 30 series, based on the Ampere microarchitecture?",2020,2020,True,False,True,1.0,0.1778279410038923,1.0000001192092896
What was the stated reason for the possible rift between Apple and Nvidia regarding Mac Pro drivers?,Apple fully controls drivers for macOS and had not approved Nvidia's web drivers.,Not found in document.,False,False,True,0.11111111111111112,0.008647154598524984,0.022050736472010612
What did Apple Insider claim was the reason for abandoning Nvidia support in macOS in February 2019?,"""Relational issues in the past"" and that Apple was developing its own GPU technology",relational issues in the past,False,False,True,0.5263157894736842,0.11080315836233387,0.4043475389480591
What did the U.S. Court of Appeals for the Ninth Circuit affirm regarding Nvidia's acquisition of 3dfx's intellectual assets in 2014?,That Nvidia did not pay less than fair market value for the assets purchased from 3dfx shortly before 3dfx filed for bankruptcy.,the bankruptcy court's determination that [Nvidia] did not pay less than fair market value for assets purchased from 3dfx shortly before 3dfx filed for bankruptcy,True,False,False,0.9166666666666666,0.6206800198581104,0.9266064167022705
What did Nvidia develop in May 2020 to address the shortage resulting from the global coronavirus pandemic?,An open-source ventilator,an open-source ventilator,True,False,True,1.0,0.5623413251903491,1.0000001192092896
What two technology services/products are integrated with Trend Vision One in the Nvidia/Trend Micro partnership to improve data privacy and threat mitigation?,Nvidia NIM and Nvidia Morpheus,Nvidia NIM and Nvidia Morpheus,True,False,False,1.0,1.0,1.0
"What was the largest one-day loss in market capitalization for a U.S. company in history, experienced by Nvidia in January 2025?",\$600 billion,$600 billion,True,False,False,1.0,0.40293516672844226,0.9570549726486206
"What model, released under the Nvidia Open Model License, did Nvidia release on April 7, 2025?",The Llama-3.1-Nemotron-Ultra-253B-v1 reasoning large language model,Llama-3.1-Nemotron-Ultra-253B-v1 reasoning large language model,True,False,True,0.9565217391304348,0.8187307530779819,0.98923659324646
How did Nvidia's second-quarter revenue forecast for May 2025 fall short of market estimates?,It fell short of market estimates due to U.S. export restrictions impacting AI chip sales to China.,U.S. export restrictions impacting Al chip sales to China,False,False,True,0.6428571428571429,0.2196053304525699,0.6451265811920166
"What was the market capitalization of Nvidia on October 29, 2025?",\$5 trillion,$5 trillion,True,False,False,1.0,0.40293516672844226,0.960497260093689
What is the key advantage of Nvidia's fabless manufacturing model?,It avoids most of the investment and production costs and risks associated with chip manufacturing.,avoids most of the investment and production costs and risks associated with chip manufacturing,True,False,False,0.9655172413793104,0.8668778997501817,0.9121311902999878
"What are the three main areas Nvidia focuses its own resources on, as part of its fabless model?","Product design, quality assurance, marketing, and customer support","product design, quality assurance, marketing, and customer support",True,False,False,1.0,1.0,1.0
What percentage of Nvidia's sales came from China in 2023?,16.9%,10.3 16.9%,True,False,False,0.6666666666666666,0.24028114141347542,0.907991886138916
Who is the lead independent director of Nvidia as of November 2024?,Stephen Neal,Stephen Neal,True,False,True,1.0,0.316227766016838,1.0000001192092896
What was the initial focus of Nvidia's GTC conference when it originated in 2009?,The potential for solving computing challenges through GPUs,potential for solving computing challenges through GPUs,True,False,False,0.9333333333333333,0.8668778997501817,0.9943822622299194
What specific AI and physics related models were introduced at GTC 2025?,"Isaac GROOT N1 (humanoid robotics model), Cosmos (synthetic training data AI), and the Newton physics engine","Isaac GROOT N1 (humanoid robotics model), Cosmos (synthetic training data Al), and the Newton physics engine",True,False,False,0.9375,0.8725129388059689,0.9751654863357544
What is the product family name for a range of data processing units inherited from the Mellanox Technologies acquisition?,BlueField,BlueField,True,False,True,1.0,0.1778279410038923,1.0
What did the proprietary nature of Nvidia's drivers generate dissatisfaction about within free-software communities?,The proprietary nature of Nvidia's drivers,Not found in document.,False,False,True,0.0,0.0,-0.031214894726872444
What did the Nvidia DGX-1 supercomputer gifted to OpenAI help with?,To train larger and more complex AI models with the capability of reducing processing time from six days to two hours.,train larger and more complex Al models with the capability of reducing processing time from six days to two hours,False,False,True,0.9268292682926829,0.7762535144898028,0.6690165996551514
What is the name of the software kit Nvidia partnered with IBM to create in 2016 to boost the AI capabilities of Watson?,IBM PowerAI,IBM PowerAl,True,False,False,0.5,0.1495348781221221,0.7587772607803345
What is the name of the open-source software that makes use of Omniverse to train robots through simulations?,Isaac Sim,Isaac Sim,True,False,True,1.0,0.316227766016838,1.0000001192092896
"What are the two core areas that Jensen Huang oriented Nvidia's focus towards in 2024, expecting widespread adoption?",Humanoid robots and self-driving cars,humanoid robots and self-driving cars,True,False,True,1.0,1.0,1.0
"What were the actual back-end hardware specification differences between the GeForce GTX 970 and GTX 980, apart from memory access?",The GTX 970 had 1.75 MB of L2 cache (versus 2 MB in the GTX 980) and 56 ROPs (versus 64 in the 980).,"The card's back-end hardware specifications, initially announced as being identical to those of the GeForce GTX 980, differed in the amount of L2 cache (1.75 MB versus 2 MB in the GeForce GTX 980) and the number of ROPs (56 versus 64 in the 980)",True,False,False,0.6301369863013699,0.2690254382871155,0.8345425724983215
What was the purpose of the two-day reversal of the ban on Hardware Unboxed's review units by Nvidia?,"Nvidia reversed their stance and apologized, walking everything back.",Not found in document.,False,False,True,0.0,0.016182712188007015,-0.021103141829371452
What did Trend Micro and Nvidia partner on in June 2024 to protect data centers?,"Developing AI-driven security tools, notably to protect the data centers where AI workloads are processed.",Al-driven security tools,False,False,True,0.3,0.0022594987432262813,0.49864113330841064
What was the core of the dispute between Jensen Huang and Dario Amodei over AI regulation in July 2025?,"The dispute centered on Amodei advocating for stronger regulatory oversight/""responsible scaling policies"" versus Huang promoting open-source development and criticizing ""regulatory capture.""","Amodei advocating for stronger regulatory oversight and ""responsible scaling policies,"" while Huang promoted open-source development and criticized what Nvidia characterized as ""regulatory capture.""",True,False,False,0.7659574468085107,0.33183916891276327,0.8375147581100464
Which three suppliers did Nvidia direct to suspend work on the China-focused H20 processor in August 2025?,"Taiwan Semiconductor Manufacturing Company (TSMC), Samsung Electronics, and Amkor Technology","Taiwan Semiconductor Manufacturing Company, Samsung Electronics, and Amkor Technology",True,False,False,0.9473684210526316,0.6191566827062979,0.9348480105400085
"What two key benefits would the Nvidia investment provide to Intel, as announced in September 2025?",Fresh support following unsuccessful turnaround efforts and allowing Nvidia to offer its powerful GB300 data center servers on Intel's X86 architecture.,Nvidia's move provides Intel with fresh support following years of unsuccessful turnaround efforts and will allow Nvidia to offer its powerful GB300 data center servers based on Blackwell GPUs on Intel's X86 architecture,True,False,False,0.7719298245614035,0.42698321167424036,0.8719615936279297
What was the estimated total system power of the new AI data centers OpenAI will build using Nvidia systems as part of the September 2025 deal?,At least 10 gigawatts,at least 10 gigawatts,True,False,False,1.0,1.0,1.0
"What was the value of Nvidia's market cap on January 7, 2025, compared to the combined value of AMD, ARM, Broadcom, and Intel?","More than double the combined value of AMD, ARM, Broadcom, and Intel.",$3.66 trillion,False,False,False,0.0,0.0,0.2788979113101959
How did Cisco's CIO Fletcher Previn describe the security measures for Nvidia GPUs in transit to data centers in February 2024?,The GPUs arrive by armored car.,armored car,False,False,True,0.5,0.025957555738330737,0.6812441349029541
What was the title of the Nvidia employee who was highly critical of the company's move to dictate specific outcomes of technology reviews in the Hardware Unboxed controversy?,"Linus Sebastian, of Linus Tech Tips",Not found in document.,False,False,True,0.0,0.0,0.08403950929641724
What was the primary focus of the DOJ antitrust investigation into Nvidia that began in June 2024?,The company's conduct in the AI industry (rather than mergers),The probes centered on the companies' conduct rather than mergers,False,False,False,0.6666666666666666,0.09250205543221647,0.6842475533485413
How long did Apple and Microsoft each take to get to a \$2 trillion market capitalization from a \$1 trillion valuation?,Over 500 days,500 days,True,False,False,0.8,0.19180183554164504,0.9007097482681274
Who is the mathematician after whom the Blackwell AI chip and microarchitecture was named?,David Blackwell,David Blackwell,True,False,False,1.0,0.316227766016838,1.0000001192092896
What was the reported source for China's alleged acquisition of banned Nvidia chips and servers in April 2024?,Supermicro and Dell via tenders,tenders,False,False,True,0.33333333333333337,0.003257032351754417,0.4273500144481659
"What did the collaboration between SDS Sch̦nfeld, VAST Data, and Nvidia announce in October 2025?",A server farm dedicated to autonomous AI (Bet Yehoshua server farm),A server farm dedicated to autonomous Al,True,False,True,0.6666666666666665,0.3433629176453739,0.7649432420730591
What is the Israeli company that specializes in AI storage management and collaborates closely with Nvidia for the Bet Yehoshua server farm?,VAST Data,VAST Data,True,False,False,1.0,0.316227766016838,1.0
"What components are expected to feature in the Bet Yehoshua server farm, in addition to VAST's data infrastructure?",Thousands of Nvidia Blackwell GPUs and Nvidia network processors,Nvidia Blackwell GPUs and Nvidia network processors,True,False,True,0.8750000000000001,0.7514772930752859,0.8531016111373901
In what month and year did Nvidia first surpass \$4 trillion in market capitalization (briefly)?,"July 2025 (on the previous day, July 9th)","July 10, 2025",True,False,True,0.36363636363636365,0.01837435741392463,0.8867650628089905
"What was the size of the flagship version of Nvidia's NVLM 1.0 multimodal large language model, introduced in October 2024?",72 billion parameters,72 billion,False,False,True,0.8,0.19180183554164504,0.5779914259910583
What was the market capitalization of Nvidia on November 2024 when it was added to the Dow Jones Industrial Average?,The document does not specify the exact market capitalization on this date.,Not found in document.,False,False,True,0.25,0.014276239697197267,0.3749450147151947
"What did DeepSeek's AI assistant, using the V3 model, surpass as the highest-rated free app in the U.S. on Apple's App Store?",ChatGPT,ChatGPT,True,False,True,1.0,0.1778279410038923,1.0
Who is the lead independent director of Nvidia's board of directors as of November 2024?,Stephen Neal,Stephen Neal,True,False,True,1.0,0.316227766016838,1.0000001192092896
What types of products and services does the Shield product family include?,"Gaming hardware including the Shield Portable, Shield Tablet and Shield TV","gaming hardware including the Shield Portable, Shield Tablet and Shield TV",True,False,False,1.0,1.0,1.0
Which of Nvidia's open-source projects allows for proper power management and GPU reclocking for Turing and newer graphics card generations?,Nouveau,Nvidia's firmware was implemented in nouveau in 2023,False,False,False,0.19999999999999998,0.023980296761827107,0.5546380281448364
"What was the main reason the Xbox contract was problematic for Nvidia, despite the \$200 million advance?",The project took many of its best engineers away from other projects.,The project took many of its best engineers away from other projects,True,False,True,1.0,0.9200444146293233,0.9706398844718933
"What company did Nvidia acquire in July 2002, whose personnel were merged into the Cg project?",Exluna,Exluna,True,False,True,1.0,0.1778279410038923,1.0
What company did Nvidia acquire in August 2003 for approximately US\$70 million?,MediaQ,MediaQ,True,False,True,1.0,0.1778279410038923,1.0
Who was the founder of Nvidia who was previously a director of CoreWare at LSI Logic and a microprocessor designer at AMD?,Jensen Huang,Jensen Huang,True,False,True,1.0,0.316227766016838,1.0
What was the market capitalization of Nvidia in November 2023?,\$1.2 trillion,$1 trillion,True,False,False,0.8,0.09681772177713914,0.9144428968429565
What was the name of the supercomputer line created by Nvidia that began with the DGX-1 in April 2016?,DGX,DGX,True,False,False,1.0,0.1778279410038923,1.0
What are the three sizes of the Llama-3.1-Nemotron-Ultra-253B-v1 model released in April 2025?,"Nano, Super and Ultra","Nano, Super and Ultra",True,False,False,1.0,1.0,1.0000001192092896
What was the key feature that set the NV1 apart from competitors?,It was designed to process quadrilateral primitives (forward texture mapping).,Quadrilateral primitives (forward texture mapping),True,False,True,0.6666666666666666,0.42437284567694994,0.793907642364502
What happened to the RIVA 128 one month after its release in August 1997?,Nvidia had only enough money left for one month's payroll.,Nvidia had only enough money left for one month's payroll,True,False,True,1.0,0.9131007162822624,0.9660788774490356
What was the estimated amount of capital expenditures major technology companies were committing to for purchasing tens or hundreds of thousands of Nvidia GPUs in January 2024?,Billions of dollars,billions,True,False,False,0.5,0.024066394763145416,0.8536621332168579
What are the two types of professional GPUs that Nvidia offers?,"Professional GPUs for edge computing, scientific research, and industrial applications","edge computing, scientific research, and industrial applications",False,False,True,0.8235294117647058,0.7165313105737893,0.6942463517189026
"What products does Nvidia develop for data science, high-performance computing, and mobile/automotive applications, besides GPUs and SoCs?",Application programming interfaces (APIs),"Graphics processing units (GPUs), systems on chips (SoCs), and application programming interfaces (APIs)",False,False,False,0.47058823529411764,0.22374677077485583,0.5079072713851929
Who are the top three largest shareholders of Nvidia in early 2024?,"The Vanguard Group, BlackRock, and Fidelity Investments",The Vanguard Group (8.280%) BlackRock (5.623%) Fidelity Investments (5.161%),True,False,False,0.631578947368421,0.07036147891341805,0.8972404599189758
How many employees did Nvidia have in the fiscal year 2024?,"29,600",Not found in document.,False,False,True,0.0,0.0,0.050159625709056854
What was the reason behind the increase in Nvidia's sales reported in Q2 of 2020?,The surge in sales and people's higher demand for computer technology,The surge in sales and people's higher demand for computer technology,True,False,False,1.0,1.0,1.0
"What did Colette Kress, Nvidia's financial chief, say the effects of the pandemic would likely reflect?",An evolution in enterprise workforce trends with a greater focus on technologies that enable remote work and virtual collaboration.,"This evolution in enterprise workforce trends with a greater focus on technologies, such as Nvidia laptops and virtual workstations, that enable remote work and virtual collaboration",True,False,True,0.7999999999999999,0.5601658827714291,0.8317047953605652
What company did Nvidia acquire in April 2004 that provided high-performance TCP offload engines and iSCSI controllers?,iReady,Nvidia acquired iReady,False,False,False,0.5,0.11362193664674995,0.5126555562019348
What company did Nvidia assist with the design of the graphics processor (RSX) for the PlayStation 3 game console?,Sony,Sony,True,False,False,1.0,0.1778279410038923,1.0000001192092896
"What was the name of the second of the two new Nvidia headquarters buildings, opened in May 2022?",Voyager,Voyager,True,False,True,1.0,0.1778279410038923,1.0
What did the cyberattack in March 2022 reportedly compromise?,Nvidia was reportedly compromised by a cyberattack.,Nvidia,False,False,True,0.25,0.00016215809237314185,0.5591244697570801
What does the `NVS` product family specialize in?,Multi-display business graphics processing,Multi-display business graphics processor,True,False,True,0.8000000000000002,0.3976353643835253,0.8984130620956421
What is the primary function of the `BlueField` product family?,A range of data processing units (DPUs),a range of data processing units,True,False,True,0.923076923076923,0.6065306597126334,0.8353757858276367
What is the name of the new chip based on its Blackwell architecture intended to succeed the H20 in the Chinese market?,B30A,B30A,True,False,True,1.0,0.1778279410038923,1.0
What was the estimated value of the Bet Yehoshua server farm project announced in October 2025?,Approximately \$30 billion,$30 billion,True,False,False,0.8,0.288715663092199,0.8326922059059143
What two U.S. Senators criticized a proposed Nvidia facility in Shanghai in May 2025?,Jim Banks and Elizabeth Warren,Jim Banks and Elizabeth Warren,True,False,True,1.0,1.0,1.0
What did Jensen Huang deny regarding allegations about the H20 chip?,Allegations that the H20 contained security backdoors,Security backdoors,False,False,True,0.4444444444444445,0.025957555738330737,0.6658904552459717
Who was the founder of Nvidia who previously worked as an engineer at Sun Microsystems?,Chris Malachowsky,Chris Malachowsky,True,False,True,1.0,0.316227766016838,1.0
"Who broke the deadlock among the founders by resigning first, and when was his resignation effective?","Curtis Priem, effective December 31, 1992",Priem,False,False,True,0.2857142857142857,0.00016215809237314185,0.41995957493782043
What company did Nvidia acquire in March 2006?,Hybrid Graphics,Hybrid Graphics,True,False,False,1.0,0.316227766016838,1.0
What action did the U.S. Department of Justice take against Nvidia and AMD in December 2006?,Received subpoenas regarding possible antitrust violations in the graphics card industry.,Not found in document.,False,False,True,0.13333333333333333,0.015756142963855618,0.08570457249879837
What did the class action lawsuit filed in September 2008 claim about the faulty Nvidia GPUs?,"The faulty GPUs had been incorporated into certain laptop models manufactured by Apple Inc., Dell, and HP.","a class action lawsuit over the defects, claiming that the faulty GPUs had been incorporated into certain laptop models manufactured by Apple Inc., Dell, and HP.",True,False,False,0.7906976744186047,0.6484343212596435,0.7542904615402222
"What was the purpose of the new headquarters building Voyager, opened in May 2022?",The second of the two giant buildings at its new headquarters complex.,to the west of the old one,False,False,True,0.3157894736842105,0.03280636247745341,0.1744597852230072
"What was the name of the new AI chip and microarchitecture announced by Nvidia on March 18, 2024?",Blackwell,Blackwell,True,False,True,1.0,0.1778279410038923,1.0
What two non-profit organizations did the coalition include with Nvidia and Emerald AI to deploy AI-developed software to adjust power grid energy draw in Virginia?,nonprofit Electric Power Research Institute and PJM Interconnection,Electric Power Research Institute and PJM Interconnection,True,False,True,0.9333333333333333,0.8668778997501817,0.9414588212966919
What was the name of the server farm dedicated to autonomous AI announced in October 2025?,The Bet Yehoshua server farm (implied location),Al,False,False,True,0.0,0.0,0.043538302183151245
Who is the managing partner of Square Wave Ventures and a director on Nvidia's board as of November 2024?,Harvey C. Jones,Harvey C. Jones,True,False,True,1.0,0.5623413251903491,1.0000001192092896
Who is the founder and CEO of Nvidia who is also a microprocessor designer at AMD?,Jensen Huang,Jensen Huang,True,False,False,1.0,0.316227766016838,1.0
How many attendees did GTC 2018 attract?,Over 8400 attendees,Over 8400,False,False,True,0.8,0.19180183554164504,0.5537189245223999
How many registrants did GTC 2020 draw when it was converted to a digital event?,"Roughly 59,000 registrants","59,000",False,False,True,0.6666666666666666,0.024066394763145416,0.5011049509048462
What was the key finding of the 2009 research by the Google Brain team using Nvidia GPUs?,GPUs could increase the speed of deep learning systems by about 100 times for deep learning neural networks.,GPUs could increase the speed of deep learning systems by about 100 times,True,False,False,0.8387096774193548,0.6303131865967199,0.9779983162879944
What was the name of the software development kit offered by Nvidia for deep learning?,Nvidia Deep Learning software development kit,Nvidia Deep Learning,True,False,False,0.6666666666666666,0.20687381245863395,0.7591644525527954
What was the title of the Nvidia employee who was highly critical of the company's move to dictate specific outcomes of technology reviews in the Hardware Unboxed controversy?,"Linus Sebastian, of Linus Tech Tips",Not found in document.,False,False,True,0.0,0.0,0.08403950929641724
"What did TechSpot, a partner site of Hardware Unboxed, say the controversy raised serious questions about?",Journalistic independence and what Nvidia was expecting of reviewers sent products for an unbiased opinion.,journalistic independence and what they are expecting of reviewers when they are sent products for an unbiased opinion,True,False,True,0.7878787878787877,0.47183720093512005,0.7994555830955505
What was the date of Jensen Huang's apology on Nvidia's official blog for the Maxwell advertising dispute?,"February 26, 2015","February 26, 2015",True,False,False,1.0,1.0,1.0
How many IAM users were present in the AWS account?,I do not have this information based on the provided text.,Not found in document,False,False,True,0.13333333333333333,0.010873221263821838,0.08300438523292542
What was the reason the RTX Pro 6000D was designed by Nvidia?,It was designed as a tailor-made product for China.,a tailor-made product for China,True,False,True,0.7499999999999999,0.36787944117144233,0.8883734941482544
What was the reported amount of money Nvidia spent on lobbying in 2023?,"\$350,000","$350,000",True,False,False,1.0,0.19180183554164504,0.9652795195579529
What did U.S. senators Jim Banks and Elizabeth Warren say the proposed Nvidia facility in Shanghai raised?,Significant national security and economic security issues that warrant serious review,significant national security and economic security issues that warrant serious review,True,False,True,1.0,1.0,1.0
What did Tesla's Elon Musk announce at Tesla Autonomy Day in 2019 regarding the use of Nvidia hardware in their vehicles?,Tesla developed its own SoC and full self-driving computer and would stop using Nvidia hardware for their vehicles.,That the company developed its own SoC and full self-driving computer now and would stop using Nvidia hardware for their vehicles,True,False,False,0.8780487804878049,0.7098232254187811,0.7817263007164001
In what year did Nvidia acquire PGI from STMicroelectronics?,2013,2013,True,False,True,1.0,0.1778279410038923,1.0000001192092896
What was the core business model of Nvidia that led it to avoid most investment and production costs?,Fabless manufacturing (using external suppliers for all phases of manufacturing),chip manufacturing,False,False,False,0.16666666666666669,0.0010075580833015638,0.4310671389102936
What was the percentage decline in Nvidia's annual revenue for the fiscal year 2020 over the previous fiscal cycle?,6.8% decline,6.8%,True,False,False,0.8,0.19180183554164504,0.7363815307617188
What stock price were Nvidia's shares trading at in January 2021?,Over \$531 per share,$531,False,False,False,0.4,0.04279677428117006,0.5519030690193176
"In what year was the DGX-1 supercomputer, based on an 8 GPU cluster, produced?",2016,April 2016,True,False,True,0.6666666666666666,0.1495348781221221,0.7788636088371277
What two key areas did Huang say the Cambridge-1 supercomputer would serve as a hub of innovation for the UK?,Critical healthcare and drug discovery,critical healthcare and drug discovery,True,False,True,1.0,1.0,1.0
What did Nvidia's acquisition of Mellanox Technologies substantially expand its footprint in?,The high-performance computing market,the high-performance computing market,True,False,True,1.0,1.0,1.0
What did Nvidia claim about the new RTX Studio laptops announced in May 2019 compared to a top-end MacBook Pro?,The new laptop is seven times faster than a top-end MacBook Pro with a Core i9 and AMD's Radeon Pro Vega 20 graphics in apps like Maya and RedCine-X Pro.,Not found in document.,False,False,True,0.054054054054054064,0.0002885838248052492,-0.013369102962315083
"What was the name of the new AI chip and microarchitecture announced on March 18, 2024?",Blackwell,Blackwell,True,False,True,1.0,0.1778279410038923,1.0
What two core areas did Huang say the Cambridge-1 supercomputer would serve as a hub of innovation for the UK?,Critical healthcare and drug discovery,critical healthcare and drug discovery,True,False,True,1.0,1.0,1.0
What did Nvidia's acquisition of Mellanox Technologies substantially expand its footprint in?,The high-performance computing market,the high-performance computing market,True,False,True,1.0,1.0,1.0
What did Nvidia claim about the new RTX Studio laptops announced in May 2019 compared to a top-end MacBook Pro?,The new laptop is seven times faster than a top-end MacBook Pro with a Core i9 and AMD's Radeon Pro Vega 20 graphics in apps like Maya and RedCine-X Pro.,Not found in document.,False,False,True,0.054054054054054064,0.0002885838248052492,-0.013369102962315083
What was the key feature of the GeForce 256 (NV10) that made it notable for consumer-level 3D hardware?,Introducing onboard transformation and lighting (T&L),introducing onboard transformation and lighting (T&L) to consumer-level 3D hardware,True,False,False,0.7368421052631579,0.6767781116542884,0.8473653793334961
"What memory type did the GTX 1080 and GTX 1070 use, respectively?",GDDR5X (GTX 1080) and GDDR5 (GTX 1070),GDDR5,False,False,True,0.25,8.07337603138401e-06,0.6279122233390808
What two actions did the Cyberspace Administration of China (CAC) instruct companies to end regarding the RTX Pro 6000D in September 2025?,Ending both testing and orders of the RTX Pro 6000D,testing and orders of the RTX Pro 6000D,True,False,False,0.888888888888889,0.7788007830714049,0.8318523168563843
Who is the former director of NASA Johnson Space Center and a director on Nvidia's board as of November 2024?,Ellen Ochoa,Ellen Ochoa,True,False,True,1.0,0.316227766016838,1.0000001192092896
What did Nvidia's deep learning technology lead to in its 2017 earnings?,A boost in its 2017 earnings,a boost,False,False,False,0.5,0.04279677428117006,0.615527331829071
What was the purpose of the Nvidia DGX-1 supercomputer produced in April 2016?,To improve the ability of users to use deep learning by combining GPUs with integrated deep learning software.,improve the ability of users to use deep learning by combining GPUs with integrated deep learning software,True,False,False,0.9714285714285714,0.8890097654027757,0.9842604994773865
What was the number of processing cores in Microsoft's N series GPU servers based on Nvidia's Tesla K80s in 2016?,4992 processing cores (per server),4992,False,False,True,0.33333333333333337,0.0004407913958354948,0.22784817218780518
What was the total number of members in the Nvidia Inception Program as of August 2021?,"Over 8,500 members","8,500",False,False,True,0.6666666666666666,0.024066394763145416,0.5241925716400146
What was the official name of the open-source ventilator developed by Nvidia in May 2020?,An open-source ventilator (no specific name provided in the text),"The document does not provide a specific name, only describes it as an open-source ventilator",True,False,False,0.5925925925925926,0.08012120435729668,0.8751494288444519
What did Nvidia announce in October 2023 that they had quietly begun designing?,ARM-based central processing units (CPUs) for Microsoft's Windows operating system,ARM-based central processing units (CPUs),True,False,True,0.6666666666666666,0.42437284567694994,0.8823846578598022
What was the amount of the civil charges settlement Nvidia agreed to pay the SEC regarding improper disclosures about cryptomining?,\$5.5 million,$5.5 million,True,False,False,1.0,0.40293516672844226,0.9582909345626831
"How did Nvidia's market capitalization on July 10, 2025, compare to the combined value of all publicly traded companies in the United Kingdom?",Nvidia was worth more than the combined value of all publicly traded companies in the United Kingdom.,Not found in document.,False,False,True,0.09523809523809523,0.00474565906277448,-0.008434670977294445
What did AWS's P2 instance use when it was produced in late 2016?,Up to 16 Nvidia Tesla K80 GPUs,up to 16 Nvidia Tesla K80 GPUs,True,False,True,1.0,1.0,1.0
What were the three types of open-source projects listed in the document?,"Nouveau, NVDLA, PhysX, VDPAU, Vibrante, GROOT, and garak.",Nouveau NVDLA PhysX VDPAU Vibrante GROOT garak,True,False,True,0.9333333333333333,0.017134369878084976,0.7246726751327515
What two reasons did the European Commission state for opening a competition investigation into the proposed Arm takeover in October 2021?,It could restrict competitors' access to Arm's products and provide Nvidia with too much internal information on its competitors.,Nvidia's acquisition could restrict competitors' access to Arm's products and provide Nvidia with too much internal information on its competitors due to their deals with Arm,True,False,False,0.7916666666666667,0.6720521432288725,0.8991458415985107
"What two U.S. government agencies began antitrust investigations into Nvidia, Microsoft and OpenAI in June 2024?",The Federal Trade Commission (FTC) and the Justice Department (DOJ),Federal Trade Commission (FTC) and the Justice Department (DOJ),True,False,False,0.9473684210526316,0.925961078642316,0.9853801727294922
"What did the probes into Nvidia, Microsoft and OpenAI in June 2024 center on?",The companies' conduct rather than mergers,the companies' conduct rather than mergers,True,False,True,1.0,1.0,1.0
